Buffer,Time
12801,0.000003
12901,0.000004
13001,0.000003
13101,0.000003
13201,0.000003
13301,0.000003
13401,0.000003
13501,0.000003
13601,0.000003
13701,0.000003
13801,0.000003
13901,0.000004
14001,0.000003
14101,0.000004
14201,0.000003
14301,0.000004
14401,0.000004
14501,0.000004
14601,0.000003
14701,0.000004
14801,0.000003
14901,0.000006
15001,0.000004
15101,0.000003
15201,0.000003
15301,0.000003
15401,0.000005
15501,0.000004
15601,0.000003
15701,0.000003
15801,0.000003
15901,0.000004
16001,0.000003
16101,0.000003
16201,0.000003
16301,0.000003
16401,0.000003
16501,0.000003
16601,0.000004
16701,0.000003
16801,0.000003
16901,0.000004
17001,0.000004
17101,0.000003
17201,0.000003
17301,0.000003
17401,0.000004
17501,0.000003
17601,0.000003
17701,0.000004
17801,0.000004
17901,0.000003
18001,0.000004
18101,0.000005
18201,0.000004
18301,0.000003
18401,0.000003
18501,0.000004
18601,0.000064
18701,0.000010
18801,0.000003
18901,0.000003
19001,0.000009
19101,0.000003
19201,0.000003
19301,0.000003
19401,0.000003
19501,0.000004
19601,0.000003
19701,0.000004
19801,0.000003
19901,0.000004
20001,0.000005
20101,0.000005
20201,0.000003
20301,0.000003
20401,0.000004
20501,0.000009
20601,0.000004
20701,0.000003
20801,0.000003
20901,0.000003
21001,0.000004
21101,0.000003
21201,0.000003
21301,0.000003
21401,0.000003
21501,0.000003
21601,0.000004
21701,0.000003
21801,0.000003
21901,0.000003
22001,0.000003
22101,0.000009
22201,0.000002
22301,0.000002
22401,0.000002
22501,0.000003
22601,0.000003
22701,0.000003
22801,0.000003
22901,0.000003
23001,0.000003
23101,0.000005
23201,0.000003
23301,0.000003
23401,0.000003
23501,0.000002
23601,0.000003
23701,0.000003
23801,0.000003
23901,0.000003
24001,0.000003
24101,0.000003
24201,0.000003
24301,0.000003
24401,0.000003
24501,0.000003
24601,0.000004
24701,0.000003
24801,0.000002
24901,0.000002
25001,0.000002
25101,0.000004
25201,0.000003
25301,0.000003
25401,0.000003
25501,0.000003
25601,0.000003
25701,0.000003
25801,0.000003
25901,0.000003
26001,0.000003
26101,0.000003
26201,0.000004
26301,0.000003
26401,0.000003
26501,0.000003
26601,0.000003
26701,0.000003
26801,0.000004
26901,0.000003
27001,0.000003
27101,0.000003
27201,0.000003
27301,0.000004
27401,0.000003
27501,0.000003
27601,0.000003
27701,0.000007
27801,0.000009
27901,0.000003
28001,0.000004
28101,0.000003
28201,0.000006
28301,0.000004
28401,0.000003
28501,0.000003
28601,0.000003
28701,0.000003
28801,0.000003
28901,0.000003
29001,0.000003
29101,0.000003
29201,0.000006
29301,0.000003
29401,0.000003
29501,0.000003
29601,0.000003
29701,0.000014
29801,0.000004
29901,0.000003
30001,0.000003
30101,0.000004
30201,0.000003
30301,0.000004
30401,0.000004
30501,0.000003
30601,0.000003
30701,0.000003
30801,0.000006
30901,0.000003
31001,0.000003
31101,0.000003
31201,0.000003
31301,0.000007
31401,0.000004
31501,0.000003
31601,0.000003
31701,0.000003
31801,0.000003
31901,0.000003
32001,0.000004
32101,0.000003
32201,0.000003
32301,0.000006
32401,0.000004
32501,0.000004
32601,0.000003
32701,0.000004
32801,0.000017
32901,0.000011
33001,0.000004
33101,0.000003
33201,0.000003
33301,0.000004
33401,0.000003
33501,0.000003
33601,0.000004
33701,0.000004
33801,0.000003
33901,0.000004
34001,0.000004
34101,0.000003
34201,0.000003
34301,0.000004
34401,0.000003
34501,0.000003
34601,0.000004
34701,0.000004
34801,0.000003
34901,0.000004
35001,0.000036
35101,0.000006
35201,0.000004
35301,0.000004
35401,0.000004
35501,0.000004
35601,0.000003
35701,0.000003
35801,0.000003
35901,0.000003
36001,0.000004
36101,0.000004
36201,0.000004
36301,0.000004
36401,0.000003
36501,0.000003
36601,0.000004
36701,0.000004
36801,0.000004
36901,0.000004
37001,0.000004
37101,0.000004
37201,0.000004
37301,0.000004
37401,0.000004
37501,0.000004
37601,0.000004
37701,0.000004
37801,0.000004
37901,0.000004
38001,0.000004
38101,0.000004
38201,0.000004
38301,0.000004
38401,0.000004
38501,0.000004
38601,0.000004
38701,0.000004
38801,0.000004
38901,0.000004
39001,0.000004
39101,0.000004
39201,0.000004
39301,0.000004
39401,0.000004
39501,0.000005
39601,0.000004
39701,0.000004
39801,0.000004
39901,0.000005
40001,0.000004
40101,0.000004
40201,0.000004
40301,0.000004
40401,0.000005
40501,0.000004
40601,0.000004
40701,0.000004
40801,0.000004
40901,0.000007
41001,0.000299
41101,0.000008
41201,0.000006
41301,0.000006
41401,0.000006
41501,0.000005
41601,0.000006
41701,0.000005
41801,0.000006
41901,0.000005
42001,0.000006
42101,0.000005
42201,0.000006
42301,0.000005
42401,0.000006
42501,0.000005
42601,0.000006
42701,0.000005
42801,0.000005
42901,0.000005
43001,0.000007
43101,0.000006
43201,0.000006
43301,0.000005
43401,0.000005
43501,0.000006
43601,0.000006
43701,0.000015
43801,0.000007
43901,0.000006
44001,0.000005
44101,0.000005
44201,0.000006
44301,0.000005
44401,0.000006
44501,0.000005
44601,0.000005
44701,0.000005
44801,0.000006
44901,0.000006
45001,0.000006
45101,0.000005
45201,0.000006
45301,0.000006
45401,0.000006
45501,0.000006
45601,0.000006
45701,0.000005
45801,0.000007
45901,0.000006
46001,0.000006
46101,0.000006
46201,0.000006
46301,0.000005
46401,0.000007
46501,0.000006
46601,0.000006
46701,0.000005
46801,0.000007
46901,0.000006
47001,0.000006
47101,0.000006
47201,0.000007
47301,0.000006
47401,0.000006
47501,0.000005
47601,0.000006
47701,0.000006
47801,0.000007
47901,0.000006
48001,0.000006
48101,0.000006
48201,0.000007
48301,0.000005
48401,0.000006
48501,0.000006
48601,0.000006
48701,0.000006
48801,0.000007
48901,0.000006
49001,0.000007
49101,0.000006
49201,0.000009
49301,0.000008
49401,0.000007
49501,0.000006
49601,0.000008
49701,0.000006
49801,0.000007
49901,0.000006
50001,0.000006
50101,0.000007
50201,0.000007
50301,0.000007
50401,0.000007
50501,0.000006
50601,0.000007
50701,0.000006
50801,0.000007
50901,0.000007
51001,0.000007
51101,0.000007
51201,0.000007
51301,0.000006
51401,0.000006
51501,0.000007
51601,0.000007
51701,0.000007
51801,0.000007
51901,0.000006
52001,0.000006
52101,0.000006
52201,0.000007
52301,0.000006
52401,0.000008
52501,0.000006
52601,0.000007
52701,0.000006
52801,0.000007
52901,0.000006
53001,0.000007
53101,0.000007
53201,0.000007
53301,0.000007
53401,0.000007
53501,0.000005
53601,0.000007
53701,0.000006
53801,0.000005
53901,0.000005
54001,0.000006
54101,0.000005
54201,0.000006
54301,0.000006
54401,0.000006
54501,0.000006
54601,0.000006
54701,0.000006
54801,0.000007
54901,0.000006
55001,0.000007
55101,0.000006
55201,0.000007
55301,0.000010
55401,0.000007
55501,0.000007
55601,0.000007
55701,0.000006
55801,0.000006
55901,0.000006
56001,0.000007
56101,0.000006
56201,0.000006
56301,0.000007
56401,0.000005
56501,0.000007
56601,0.000007
56701,0.000007
56801,0.000007
56901,0.000007
57001,0.000007
57101,0.000008
57201,0.000007
57301,0.000006
57401,0.000007
57501,0.000007
57601,0.000008
57701,0.000007
57801,0.000006
57901,0.000006
58001,0.000006
58101,0.000005
58201,0.000007
58301,0.000008
58401,0.000007
58501,0.000007
58601,0.000008
58701,0.000007
58801,0.000008
58901,0.000008
59001,0.000008
59101,0.000008
59201,0.000008
59301,0.000007
59401,0.000007
59501,0.000007
59601,0.000008
59701,0.000008
59801,0.000008
59901,0.000008
60001,0.000008
60101,0.000008
60201,0.000008
60301,0.000008
60401,0.000008
60501,0.000008
60601,0.000008
60701,0.000008
60801,0.000008
60901,0.000008
61001,0.000008
61101,0.000008
61201,0.000008
61301,0.000007
61401,0.000008
61501,0.000008
61601,0.000008
61701,0.000007
61801,0.000008
61901,0.000008
62001,0.000008
62101,0.000008
62201,0.000008
62301,0.000009
62401,0.000008
62501,0.000009
62601,0.000008
62701,0.000009
62801,0.000008
62901,0.000009
63001,0.000008
63101,0.000008
63201,0.000009
63301,0.000008
63401,0.000009
63501,0.000010
63601,0.000010
63701,0.000006
63801,0.000009
63901,0.000010
64001,0.000006
64101,0.000008
64201,0.000010
64301,0.000009
64401,0.000009
64501,0.000009
64601,0.000009
64701,0.000009
64801,0.000010
64901,0.000011
65001,0.000009
65101,0.000011
65201,0.000012
65301,0.000010
65401,0.000010
65501,0.000010
65601,0.000032
65701,0.000028
65801,0.000010
65901,0.000009
66001,0.000010
66101,0.000009
66201,0.000010
66301,0.000009
66401,0.000009
66501,0.000009
66601,0.000009
66701,0.000009
66801,0.000011
66901,0.000009
67001,0.000010
67101,0.000010
67201,0.000010
67301,0.000009
67401,0.000010
67501,0.000009
67601,0.000010
67701,0.000009
67801,0.000010
67901,0.000010
68001,0.000010
68101,0.000009
68201,0.000010
68301,0.000010
68401,0.000010
68501,0.000010
68601,0.000012
68701,0.000010
68801,0.000011
68901,0.000010
69001,0.000010
69101,0.000011
69201,0.000014
69301,0.000012
69401,0.000011
69501,0.000011
69601,0.000014
69701,0.000011
69801,0.000011
69901,0.000011
70001,0.000011
70101,0.000011
70201,0.000012
70301,0.000011
70401,0.000011
70501,0.000012
70601,0.000011
70701,0.000011
70801,0.000012
70901,0.000015
71001,0.000011
71101,0.000011
71201,0.000015
71301,0.000011
71401,0.000011
71501,0.000011
71601,0.000015
71701,0.000010
71801,0.000018
71901,0.000013
72001,0.000015
72101,0.000011
72201,0.000015
72301,0.000011
72401,0.000016
72501,0.000014
72601,0.000015
72701,0.000014
72801,0.000012
72901,0.000011
73001,0.000012
73101,0.000011
73201,0.000017
73301,0.000014
73401,0.000016
73501,0.000015
73601,0.000017
73701,0.000926
73801,0.000019
73901,0.000018
74001,0.000014
74101,0.000017
74201,0.000018
74301,0.000017
74401,0.000018
74501,0.000013
74601,0.000014
74701,0.000018
74801,0.000013
74901,0.000018
75001,0.000014
75101,0.000018
75201,0.000018
75301,0.000018
75401,0.000018
75501,0.000014
75601,0.000019
75701,0.000013
75801,0.000013
75901,0.000018
76001,0.000019
76101,0.000013
76201,0.000014
76301,0.000018
76401,0.000013
76501,0.000018
76601,0.000018
76701,0.000019
76801,0.000019
76901,0.000018
77001,0.000014
77101,0.000019
77201,0.000014
77301,0.000018
77401,0.000014
77501,0.000019
77601,0.000014
77701,0.000014
77801,0.000014
77901,0.000030
78001,0.000018
78101,0.000018
78201,0.000018
78301,0.000013
78401,0.000018
78501,0.000013
78601,0.000014
78701,0.000013
78801,0.000013
78901,0.000027
79001,0.000020
79101,0.000022
79201,0.000014
79301,0.000018
79401,0.000014
79501,0.000020
79601,0.000015
79701,0.000019
79801,0.000015
79901,0.000014
80001,0.000020
80101,0.000020
80201,0.000014
80301,0.000014
80401,0.000020
80501,0.000019
80601,0.000020
80701,0.000020
80801,0.000018
80901,0.000020
81001,0.000020
81101,0.000020
81201,0.000020
81301,0.000019
81401,0.000021
81501,0.000020
81601,0.000020
81701,0.000014
81801,0.000021
81901,0.000015
82001,0.000017
82101,0.000020
82201,0.000021
82301,0.000020
82401,0.000014
82501,0.000020
82601,0.000015
82701,0.000020
82801,0.000021
82901,0.000020
83001,0.000021
83101,0.000020
83201,0.000014
83301,0.000020
83401,0.000021
83501,0.000014
83601,0.000015
83701,0.000020
83801,0.000015
83901,0.000014
84001,0.000014
84101,0.000020
84201,0.000020
84301,0.000020
84401,0.000020
84501,0.000019
84601,0.000014
84701,0.000021
84801,0.000020
84901,0.000020
85001,0.000015
85101,0.000014
85201,0.000021
85301,0.000020
85401,0.000021
85501,0.000020
85601,0.000021
85701,0.000022
85801,0.000022
85901,0.000015
86001,0.000022
86101,0.000022
86201,0.000015
86301,0.000016
86401,0.000022
86501,0.000023
86601,0.000016
86701,0.000016
86801,0.000024
86901,0.000022
87001,0.000016
87101,0.000023
87201,0.000023
87301,0.000023
87401,0.000026
87501,0.000048
87601,0.000039
87701,0.000023
87801,0.000017
87901,0.000023
88001,0.000023
88101,0.000023
88201,0.000024
88301,0.000023
88401,0.000023
88501,0.000017
88601,0.000023
88701,0.000023
88801,0.000016
88901,0.000024
89001,0.000023
89101,0.000017
89201,0.000023
89301,0.000017
89401,0.000023
89501,0.000022
89601,0.000016
89701,0.000022
89801,0.000016
89901,0.000023
90001,0.000023
90101,0.000016
90201,0.000022
90301,0.000022
90401,0.000023
90501,0.000023
90601,0.000023
90701,0.000023
90801,0.000022
90901,0.000016
91001,0.000015
91101,0.000023
91201,0.000016
91301,0.000023
91401,0.000023
91501,0.000023
91601,0.000023
91701,0.000023
91801,0.000022
91901,0.000022
92001,0.000023
92101,0.000017
92201,0.000022
92301,0.000016
92401,0.000023
92501,0.000023
92601,0.000023
92701,0.000016
92801,0.000023
92901,0.000023
93001,0.000017
93101,0.000023
93201,0.000023
93301,0.000023
93401,0.000016
93501,0.000023
93601,0.000023
93701,0.000023
93801,0.000023
93901,0.000023
94001,0.000023
94101,0.000017
94201,0.000023
94301,0.000023
94401,0.000016
94501,0.000023
94601,0.000023
94701,0.000023
94801,0.000016
94901,0.000024
95001,0.000023
95101,0.000017
95201,0.000023
95301,0.000024
95401,0.000016
95501,0.000024
95601,0.000024
95701,0.000024
95801,0.000017
95901,0.000023
96001,0.000023
96101,0.000016
96201,0.000028
96301,0.000022
96401,0.000017
96501,0.000023
96601,0.000016
96701,0.000024
96801,0.000023
96901,0.000024
97001,0.000023
97101,0.000024
97201,0.000024
97301,0.000024
97401,0.000024
97501,0.000024
97601,0.000024
97701,0.000026
97801,0.000025
97901,0.000026
98001,0.000025
98101,0.000026
98201,0.000017
98301,0.000025
98401,0.000037
98501,0.000046
98601,0.000018
98701,0.000025
98801,0.000025
98901,0.000025
99001,0.000024
99101,0.000024
99201,0.000025
99301,0.000025
99401,0.000026
99501,0.000025
99601,0.000025
99701,0.000025
99801,0.000024
99901,0.000024
100001,0.000023
100101,0.000024
100201,0.000024
100301,0.000025
100401,0.000024
100501,0.000024
100601,0.000025
100701,0.000025
100801,0.000025
100901,0.000025
101001,0.000040
101101,0.000049
101201,0.000028
101301,0.000027
101401,0.000026
101501,0.000027
101601,0.000030
101701,0.000043
101801,0.000048
101901,0.000027
102001,0.000025
102101,0.000021
102201,0.000019
102301,0.000039
102401,0.000028
102501,0.000026
102601,0.000025
102701,0.000025
102801,0.000025
102901,0.000026
103001,0.000025
103101,0.000026
103201,0.000026
103301,0.000026
103401,0.000026
103501,0.000038
103601,0.000048
103701,0.000026
103801,0.000025
103901,0.000027
104001,0.000025
104101,0.000024
104201,0.000024
104301,0.000024
104401,0.000025
104501,0.000042
104601,0.000027
104701,0.000024
104801,0.000024
104901,0.000025
105001,0.000024
105101,0.000024
105201,0.000023
105301,0.000025
105401,0.000023
105501,0.000024
105601,0.000023
105701,0.000025
105801,0.000024
105901,0.000024
106001,0.000024
106101,0.000024
106201,0.000023
106301,0.000024
106401,0.000206
106501,0.000026
106601,0.000024
106701,0.000024
106801,0.000024
106901,0.000025
107001,0.000024
107101,0.000024
107201,0.000024
107301,0.000024
107401,0.000024
107501,0.000024
107601,0.000024
107701,0.000024
107801,0.000023
107901,0.000024
108001,0.000023
108101,0.000023
108201,0.000024
108301,0.000025
108401,0.000022
108501,0.000023
108601,0.000022
108701,0.000023
108801,0.000022
108901,0.000024
109001,0.000023
109101,0.000024
109201,0.000023
109301,0.000024
109401,0.000023
109501,0.000023
109601,0.000022
109701,0.000022
109801,0.000023
109901,0.000023
110001,0.000021
110101,0.000022
110201,0.000022
110301,0.000023
110401,0.000023
110501,0.000022
110601,0.000023
110701,0.000021
110801,0.000021
110901,0.000022
111001,0.000021
111101,0.000022
111201,0.000021
111301,0.000022
111401,0.000021
111501,0.000022
111601,0.000022
111701,0.000021
111801,0.000021
111901,0.000022
112001,0.000021
112101,0.000020
112201,0.000020
112301,0.000021
112401,0.000022
112501,0.000022
112601,0.000021
112701,0.000022
112801,0.000021
112901,0.000022
113001,0.000040
113101,0.000061
113201,0.000063
113301,0.000097
113401,0.000074
113501,0.000033
113601,0.000059
113701,0.000046
113801,0.000033
113901,0.000026
114001,0.000024
114101,0.000022
114201,0.000021
114301,0.000020
114401,0.000021
114501,0.000022
114601,0.000023
114701,0.000030
114801,0.000020
114901,0.000021
115001,0.000022
115101,0.000022
115201,0.000021
115301,0.000021
115401,0.000021
115501,0.000022
115601,0.000040
115701,0.000020
115801,0.000035
115901,0.000031
116001,0.000024
116101,0.000022
116201,0.000021
116301,0.000022
116401,0.000021
116501,0.000020
116601,0.000020
116701,0.000021
116801,0.000021
116901,0.000022
117001,0.000023
117101,0.000022
117201,0.000022
117301,0.000022
117401,0.000022
117501,0.000021
117601,0.000020
117701,0.000020
117801,0.000021
117901,0.000043
118001,0.000046
118101,0.000039
118201,0.000039
118301,0.000028
118401,0.000024
118501,0.000023
118601,0.000063
118701,0.000022
118801,0.000081
118901,0.000026
119001,0.000039
119101,0.000025
119201,0.000024
119301,0.000023
119401,0.000023
119501,0.000022
119601,0.000023
119701,0.000022
119801,0.000023
119901,0.000022
120001,0.000023
120101,0.000022
120201,0.000022
120301,0.000021
120401,0.000022
120501,0.000021
120601,0.000021
120701,0.000021
120801,0.000023
120901,0.000020
121001,0.000020
121101,0.000020
121201,0.000020
121301,0.000018
121401,0.000020
121501,0.000023
121601,0.000020
121701,0.000020
121801,0.000019
121901,0.000018
122001,0.000019
122101,0.000020
122201,0.000020
122301,0.000015
122401,0.000018
122501,0.000019
122601,0.000018
122701,0.000018
122801,0.000019
122901,0.000018
123001,0.000019
123101,0.000019
123201,0.000020
123301,0.000019
123401,0.000018
123501,0.000018
123601,0.000019
123701,0.000017
123801,0.000018
123901,0.000018
124001,0.000018
124101,0.000018
124201,0.000018
124301,0.000018
124401,0.000018
124501,0.000018
124601,0.000017
124701,0.000018
124801,0.000018
124901,0.000017
125001,0.000017
125101,0.000017
125201,0.000017
125301,0.000017
125401,0.000018
125501,0.000017
125601,0.000017
125701,0.000017
125801,0.000017
125901,0.000016
126001,0.000017
126101,0.000017
126201,0.000017
126301,0.000017
126401,0.000017
126501,0.000017
126601,0.000016
126701,0.000016
126801,0.000016
126901,0.000016
127001,0.000017
127101,0.000016
127201,0.000016
127301,0.000016
127401,0.000015
127501,0.000016
127601,0.000016
127701,0.000015
127801,0.000015
127901,0.000016
128001,0.000015
128101,0.000016
128201,0.000015
128301,0.000015
128401,0.000015
128501,0.000015
128601,0.000014
128701,0.000014
128801,0.000014
128901,0.000015
129001,0.000014
129101,0.000014
129201,0.000014
129301,0.000014
129401,0.000014
129501,0.000014
129601,0.000014
129701,0.000015
129801,0.000014
129901,0.000014
130001,0.000014
130101,0.000015
130201,0.000014
130301,0.000014
130401,0.000014
130501,0.000014
130601,0.000015
130701,0.000014
130801,0.000014
130901,0.000014
131001,0.000013
131101,0.000036
131201,0.000030
131301,0.000023
131401,0.000020
131501,0.000019
131601,0.000016
131701,0.000017
131801,0.000017
131901,0.000016
132001,0.000015
132101,0.000017
132201,0.000015
132301,0.000016
132401,0.000015
132501,0.000015
132601,0.000015
132701,0.000014
132801,0.000014
132901,0.000014
133001,0.000014
133101,0.000014
133201,0.000014
133301,0.000014
133401,0.000014
133501,0.000015
133601,0.000015
133701,0.000014
133801,0.000014
133901,0.000014
134001,0.000015
134101,0.000014
134201,0.000015
134301,0.000014
134401,0.000014
134501,0.000014
134601,0.000013
134701,0.000014
134801,0.000014
134901,0.000014
135001,0.000015
135101,0.000015
135201,0.000014
135301,0.000014
135401,0.000014
135501,0.000014
135601,0.000014
135701,0.000014
135801,0.000014
135901,0.000014
136001,0.000014
136101,0.000013
136201,0.000013
136301,0.000013
136401,0.000014
136501,0.000013
136601,0.000013
136701,0.000014
136801,0.000013
136901,0.000014
137001,0.000013
137101,0.000013
137201,0.000012
137301,0.000012
137401,0.000012
137501,0.000013
137601,0.000013
137701,0.000012
137801,0.000013
137901,0.000012
138001,0.000012
138101,0.000012
138201,0.000012
138301,0.000012
138401,0.000013
138501,0.000012
138601,0.000012
138701,0.000012
138801,0.000012
138901,0.000012
139001,0.000012
139101,0.000012
139201,0.000012
139301,0.000011
139401,0.000012
139501,0.000011
139601,0.000011
139701,0.000012
139801,0.000011
139901,0.000011
140001,0.000012
140101,0.000012
140201,0.000011
140301,0.000012
140401,0.000012
140501,0.000012
140601,0.000011
140701,0.000011
140801,0.000011
140901,0.000011
141001,0.000012
141101,0.000011
141201,0.000011
141301,0.000012
141401,0.000016
141501,0.000012
141601,0.000014
141701,0.000012
141801,0.000011
141901,0.000012
142001,0.000012
142101,0.000012
142201,0.000011
142301,0.000012
142401,0.000012
142501,0.000012
142601,0.000012
142701,0.000012
142801,0.000012
142901,0.000012
143001,0.000012
143101,0.000012
143201,0.000012
143301,0.000012
143401,0.000012
143501,0.000012
143601,0.000012
143701,0.000012
143801,0.000012
143901,0.000012
144001,0.000012
144101,0.000011
144201,0.000012
144301,0.000012
144401,0.000012
144501,0.000012
144601,0.000012
144701,0.000012
144801,0.000011
144901,0.000012
145001,0.000012
145101,0.000012
145201,0.000011
145301,0.000012
145401,0.000012
145501,0.000012
145601,0.000013
145701,0.000011
145801,0.000011
145901,0.000011
146001,0.000013
146101,0.000012
146201,0.000011
146301,0.000012
146401,0.000012
146501,0.000012
146601,0.000012
146701,0.000012
146801,0.000012
146901,0.000013
147001,0.000012
147101,0.000013
147201,0.000012
147301,0.000012
147401,0.000011
147501,0.000013
147601,0.000012
147701,0.000012
147801,0.000012
147901,0.000011
148001,0.000012
148101,0.000012
148201,0.000012
148301,0.000013
148401,0.000012
148501,0.000012
148601,0.000011
148701,0.000012
148801,0.000012
148901,0.000012
149001,0.000012
149101,0.000012
149201,0.000012
149301,0.000012
149401,0.000013
149501,0.000012
149601,0.000013
149701,0.000013
149801,0.000012
149901,0.000013
150001,0.000013
150101,0.000012
150201,0.000012
150301,0.000012
150401,0.000013
150501,0.000012
150601,0.000012
150701,0.000012
150801,0.000012
150901,0.000012
151001,0.000012
151101,0.000011
151201,0.000012
151301,0.000012
151401,0.000011
151501,0.000012
151601,0.000012
151701,0.000012
151801,0.000018
151901,0.000012
152001,0.000012
152101,0.000011
152201,0.000013
152301,0.000012
152401,0.000012
152501,0.000012
152601,0.000014
152701,0.000012
152801,0.000023
152901,0.000012
153001,0.000012
153101,0.000012
153201,0.000012
153301,0.000012
153401,0.000012
153501,0.000012
153601,0.000012
153701,0.000012
153801,0.000012
153901,0.000012
154001,0.000013
154101,0.000012
154201,0.000013
154301,0.000012
154401,0.000012
154501,0.000012
154601,0.000012
154701,0.000012
154801,0.000013
154901,0.000013
155001,0.000022
155101,0.000013
155201,0.000012
155301,0.000012
155401,0.000012
155501,0.000012
155601,0.000013
155701,0.000012
155801,0.000012
155901,0.000012
156001,0.000012
156101,0.000022
156201,0.000013
156301,0.000013
156401,0.000013
156501,0.000013
156601,0.000013
156701,0.000013
156801,0.000012
156901,0.000013
157001,0.000014
157101,0.000012
157201,0.000013
157301,0.000013
157401,0.000013
157501,0.000013
157601,0.000012
157701,0.000013
157801,0.000015
157901,0.000012
158001,0.000012
158101,0.000014
158201,0.000013
158301,0.000027
158401,0.000014
158501,0.000012
158601,0.000014
158701,0.000012
158801,0.000013
158901,0.000013
159001,0.000013
159101,0.000014
159201,0.000014
159301,0.000012
159401,0.000014
159501,0.000013
159601,0.000013
159701,0.000014
159801,0.000015
159901,0.000013
160001,0.000014
160101,0.000013
160201,0.000015
160301,0.000014
160401,0.000014
160501,0.000013
160601,0.000014
160701,0.000013
160801,0.000014
160901,0.000014
161001,0.000014
161101,0.000013
161201,0.000015
161301,0.000014
161401,0.000014
161501,0.000014
161601,0.000013
161701,0.000014
161801,0.000014
161901,0.000013
162001,0.000013
162101,0.000013
162201,0.000013
162301,0.000014
162401,0.000014
162501,0.000013
162601,0.000014
162701,0.000014
162801,0.000014
162901,0.000014
163001,0.000014
163101,0.000012
163201,0.000013
163301,0.000013
163401,0.000013
163501,0.000014
163601,0.000014
163701,0.000013
163801,0.000013
163901,0.000033
164001,0.000028
164101,0.000019
164201,0.000021
164301,0.000016
164401,0.000021
164501,0.000016
164601,0.000019
164701,0.000017
164801,0.000019
164901,0.000015
165001,0.000019
165101,0.000015
165201,0.000019
165301,0.000015
165401,0.000018
165501,0.000015
165601,0.000017
165701,0.000014
165801,0.000017
165901,0.000013
166001,0.000015
166101,0.000014
166201,0.000016
166301,0.000015
166401,0.000017
166501,0.000013
166601,0.000016
166701,0.000014
166801,0.000016
166901,0.000014
167001,0.000015
167101,0.000014
167201,0.000016
167301,0.000014
167401,0.000017
167501,0.000014
167601,0.000016
167701,0.000014
167801,0.000017
167901,0.000014
168001,0.000015
168101,0.000014
168201,0.000017
168301,0.000013
168401,0.000015
168501,0.000014
168601,0.000016
168701,0.000014
168801,0.000017
168901,0.000014
169001,0.000019
169101,0.000015
169201,0.000017
169301,0.000015
169401,0.000015
169501,0.000015
169601,0.000015
169701,0.000015
169801,0.000016
169901,0.000015
170001,0.000016
170101,0.000014
170201,0.000015
170301,0.000014
170401,0.000016
170501,0.000016
170601,0.000018
170701,0.000016
170801,0.000016
170901,0.000014
171001,0.000018
171101,0.000015
171201,0.000017
171301,0.000014
171401,0.000016
171501,0.000016
171601,0.000017
171701,0.000016
171801,0.000017
171901,0.000056
172001,0.000031
172101,0.000030
172201,0.000023
172301,0.000022
172401,0.000018
172501,0.000018
172601,0.000019
172701,0.000018
172801,0.000017
172901,0.000017
173001,0.000016
173101,0.000016
173201,0.000018
173301,0.000021
173401,0.000018
173501,0.000017
173601,0.000015
173701,0.000017
173801,0.000016
173901,0.000016
174001,0.000016
174101,0.000016
174201,0.000016
174301,0.000016
174401,0.000016
174501,0.000016
174601,0.000017
174701,0.000016
174801,0.000016
